uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
1.6664,453.046,754.958,4.283,26.5,2.437,6.087,821.68,881.12,828.38,750.69,773.44,764.04,2.406
1.6132,389.393,628.184,25.439,25.38,4.09,6.622,819.56,843.82,875.39,769.45,712.32,814.77,4.067
0.4564,382.649,174.638,8.497,7.2,6.425,5.847,1017.1,955.83,1008.87,942.57,912.89,828.09,6.425
0.4599,332.28,152.815,9.256,13.73,5.93,2.285,1064.98,933.13,929.71,968.41,969.17,775.53,5.93
1.6364,7.328,11.992,28.838,21.19,3.165,3.136,862.88,855.28,804.43,814.83,834.5,699.42,3.139
1.8615,418.056,778.208,11.994,20.95,4.137,5.586,931.04,932.12,831.83,884.01,869.09,888.91,4.137
0.1998,225.937,45.135,1.278,26.37,3.581,0.8,966.3,825.86,774.05,882.65,778.42,764.62,3.546
0.9056,565.595,512.212,9.232,7.65,5.68,4.397,833.63,922.49,891.36,897.18,924.76,852.05,5.612
0.6815,490.882,334.553,4.46,15.18,4.067,8.792,924.47,891.52,806.25,773.55,816.24,716.31,3.972
1.7427,352.823,614.854,3.981,6.53,3.854,4.55,821.2,833.32,889.98,853.54,907.95,815.43,3.799
0.1762,151.683,26.729,3.247,14.13,3.244,1.279,854.24,865.66,901.52,709.45,803.47,681.09,3.241
0.4301,122.629,52.748,18.205,4.39,4.454,3.481,1010.58,897.3,890.7,833.14,775.14,776.13,4.362
1.5074,204.561,308.357,6.491,27.36,3.173,3.423,925.32,832.72,790.76,752.57,879.72,748.68,3.173
0.1121,286.202,32.076,11.476,17.7,7.775,10.351,1030.85,921.07,971.76,998.54,855.3,954.95,7.409
0.9901,177.991,176.237,25.999,26.09,2.927,9.164,860.86,776.37,780.04,738.37,750.48,692.28,2.895
0.8898,309.2,275.124,13.306,5.56,7.48,6.827,988.81,987.6,828.18,1016.88,786.76,838.16,7.48
0.6755,99.64,67.302,27.555,9.91,4.571,4.142,1012.55,859.14,885.66,871.44,777.1,861.57,4.374
0.7952,586.639,466.495,15.44,10.74,4.267,8.002,973.02,911.33,847.91,866.52,744.22,819.1,4.236
1.0646,65.201,69.412,12.566,14.05,3.388,2.166,884.18,928.32,833.93,751.53,776.49,718.06,3.2
0.3311,559.201,185.163,22.761,24.87,5.815,7.691,1056.99,966.09,911.87,768.73,852.69,860.33,5.815
1.1483,548.19,629.471,3.122,14.05,6.113,7.32,950.18,935.39,895.48,885.98,931.04,793.43,6.113
1.6128,315.454,508.767,3.595,9.32,4.805,4.622,1010.98,832.19,812.51,921.55,740.23,757.08,4.697
1.5227,435.084,662.511,19.907,5.69,2.334,7.848,870.0,869.87,764.09,785.49,712.97,714.97,2.236
0.3163,261.911,82.832,15.121,6.07,7.511,3.882,1068.42,1002.95,1063.56,945.85,872.47,791.0,7.375
0.307,378.206,116.112,23.922,23.76,7.882,1.837,923.88,1040.66,958.98,863.85,818.97,805.02,7.882
0.5437,204.675,111.275,27.572,15.56,4.586,7.445,963.84,879.26,811.32,808.42,844.38,856.31,4.559
0.7285,181.045,131.898,12.263,22.88,5.682,4.787,942.73,922.38,882.01,882.19,847.56,826.52,5.66
0.8228,347.149,285.643,18.296,21.74,4.702,6.504,971.38,902.74,961.98,795.5,873.2,815.96,4.672
1.3626,299.129,407.592,15.52,7.52,3.931,9.552,934.32,888.15,890.69,730.24,852.11,759.97,3.853
0.1228,347.932,42.724,29.467,7.72,2.464,3.194,943.22,838.08,816.5,696.29,740.02,735.04,2.464
0.079,172.353,13.616,25.101,23.64,4.736,4.642,844.49,963.66,815.43,865.53,884.98,658.12,4.506
0.7899,220.491,174.166,27.44,22.75,6.91,8.924,1009.41,894.98,933.07,904.55,833.41,808.39,6.816
1.3974,50.797,70.981,8.376,13.83,2.102,6.672,844.54,834.29,779.02,829.07,669.77,728.33,2.046
0.3949,31.84,12.575,23.403,6.01,5.493,3.251,1020.89,998.41,892.14,766.49,861.23,768.13,5.308
1.2866,152.448,196.138,8.699,4.31,7.285,2.612,1085.67,933.93,945.96,980.09,930.92,834.09,7.285
0.5271,45.011,23.723,7.054,11.49,3.305,3.68,915.51,834.14,740.16,828.76,786.48,752.3,3.305
1.7733,62.713,111.21,28.384,4.24,3.1,3.154,878.44,955.56,799.6,897.02,748.84,736.16,3.089
1.7924,487.851,874.435,1.56,9.98,6.634,5.593,962.9,912.45,864.33,919.73,925.13,807.52,6.634
0.6016,23.805,14.321,28.996,14.91,3.531,5.196,958.32,929.79,854.52,762.67,801.85,753.78,3.422
0.4677,395.536,184.987,5.329,7.16,3.152,5.698,934.45,876.86,723.84,797.12,739.06,766.75,3.133
0.8285,163.898,135.789,24.764,6.71,4.268,2.898,839.54,937.44,904.95,768.21,733.27,702.29,4.235
0.4887,522.992,255.564,9.002,27.31,4.355,4.823,953.6,914.58,722.55,771.28,753.11,812.15,4.326
1.348,291.253,392.622,11.17,19.22,7.245,0.8,1018.44,1005.3,965.21,965.5,798.08,877.87,7.168
1.6539,183.693,303.804,7.286,28.3,5.711,5.363,950.88,934.8,872.67,869.77,950.51,808.74,5.711
1.3495,310.825,419.443,17.98,12.99,4.436,7.939,953.09,877.58,767.13,890.24,820.16,748.09,4.355
1.6505,229.484,378.753,11.095,21.61,5.206,1.438,900.19,1013.62,850.65,838.82,877.64,813.43,5.206
0.8,338.798,271.044,20.064,9.32,7.724,6.209,1015.35,970.02,1030.5,874.42,901.71,939.19,7.724
0.3211,69.162,22.206,1.454,20.08,2.679,3.472,847.83,858.54,822.87,702.36,707.52,738.22,2.65
1.4785,598.196,884.446,2.867,7.37,3.246,7.006,822.92,879.87,908.51,766.62,759.17,834.57,3.246
0.7273,255.621,185.924,3.89,4.05,7.775,5.397,1048.38,952.06,965.5,997.82,886.38,855.19,7.65
1.3458,209.264,281.634,13.151,28.22,7.744,6.012,1066.37,1056.68,1003.93,896.05,925.28,904.32,7.738
0.5486,426.271,233.844,24.629,18.43,3.063,5.162,779.95,959.37,716.06,758.3,723.8,712.04,3.024
0.1716,218.658,37.532,26.757,28.1,2.871,8.321,808.65,763.17,868.77,663.75,745.73,569.79,2.871
1.9852,500.048,992.714,8.1,12.68,4.527,5.869,868.95,817.71,822.67,904.09,799.51,866.49,4.527
0.3208,272.835,87.537,17.657,12.52,2.298,3.236,950.5,804.31,756.48,786.91,840.44,796.42,2.16
1.977,431.875,853.799,23.283,14.42,5.929,5.247,1058.44,900.41,847.74,967.67,887.01,932.69,5.929
1.9548,64.918,126.901,9.376,22.36,2.465,4.078,878.5,808.62,793.84,816.39,743.55,662.92,2.465
1.5897,507.748,807.167,12.861,18.71,2.348,5.406,881.84,838.53,854.64,781.18,777.87,741.04,2.265
1.3223,441.563,583.857,16.195,28.06,4.911,3.951,975.94,1040.42,876.99,939.53,775.66,773.92,4.883
1.1598,127.424,147.791,4.911,4.66,7.747,3.308,1077.46,1030.66,942.31,917.84,827.79,969.11,7.643
1.7335,87.599,151.856,1.753,22.41,4.561,5.498,906.25,841.69,858.43,979.13,847.17,710.18,4.547
0.586,190.117,111.406,5.431,12.59,4.139,5.139,921.07,906.18,858.89,810.26,795.47,765.81,4.139
0.9407,585.654,550.917,19.179,8.69,7.988,7.66,1103.88,1088.4,943.62,947.67,962.09,913.63,7.961
1.2426,154.471,191.943,3.135,17.27,5.192,3.963,1019.06,937.46,803.32,839.35,952.74,865.46,5.156
0.8283,273.948,226.903,6.501,17.13,4.251,0.8,947.11,907.42,862.0,806.74,855.4,809.06,4.122
0.8607,18.497,15.92,10.798,7.56,4.315,4.09,897.57,940.81,847.35,839.03,870.36,774.65,4.254
0.6673,238.638,159.235,3.258,9.25,3.17,0.934,879.03,878.54,922.95,775.04,735.32,746.83,3.016
1.1328,343.006,388.565,6.559,14.61,5.073,6.039,936.43,950.15,850.21,837.74,858.84,815.18,5.073
1.7026,571.898,973.739,27.427,14.63,4.633,0.815,956.67,900.46,872.77,935.68,793.81,849.27,4.489
0.411,310.283,127.539,1.56,12.26,3.625,2.529,914.2,922.98,864.3,680.25,741.83,702.79,3.625
1.8695,491.555,918.972,19.95,7.86,2.963,4.094,823.46,814.94,714.57,782.18,822.69,712.63,2.963
1.3813,328.503,453.756,12.148,4.11,3.867,8.86,870.33,854.25,827.22,817.92,778.42,775.42,3.867
1.6483,24.951,41.126,20.507,29.23,5.052,2.318,918.09,893.28,812.96,956.62,793.47,662.03,5.052
1.1168,189.347,211.467,18.072,28.53,2.35,5.031,954.41,773.4,742.15,741.19,793.34,612.61,2.35
1.5612,345.542,539.473,7.481,16.57,2.922,6.45,880.22,795.75,894.59,868.85,714.44,629.84,2.794
0.0422,570.381,24.092,25.569,29.87,7.686,8.71,1020.55,1002.42,997.85,847.66,975.13,884.67,7.198
1.6386,515.549,844.766,15.266,21.52,5.257,6.944,962.93,914.27,828.8,865.9,882.06,824.78,5.257
0.0899,137.399,12.349,24.854,5.79,2.381,7.735,826.89,835.61,780.07,813.82,773.64,670.48,1.908
1.7809,132.456,235.894,12.774,7.06,6.159,7.161,950.75,974.57,811.9,900.12,898.03,718.22,6.092
1.984,121.103,240.269,29.556,27.82,2.371,1.977,942.66,797.37,784.09,757.99,750.45,793.38,2.364
0.5952,553.538,329.463,23.344,20.38,6.433,5.899,1015.78,896.6,936.65,906.59,895.72,867.28,6.403
0.4285,511.673,219.269,29.013,25.92,6.5,7.122,1007.19,995.76,930.84,903.93,830.56,827.36,6.406
1.5331,465.043,712.944,15.915,27.36,5.906,2.609,990.2,997.56,898.78,955.74,696.2,886.1,5.906
0.5135,235.945,121.163,14.737,15.65,6.393,3.551,967.41,1004.24,896.32,874.4,814.3,792.35,6.393
1.7325,302.876,524.724,22.908,5.26,2.528,2.992,763.75,869.05,776.52,774.64,761.0,755.07,2.421
0.2147,278.867,59.861,26.528,8.9,6.361,6.932,1041.11,950.37,921.22,960.21,901.45,854.45,6.352
0.2607,152.412,39.726,28.96,5.73,2.82,4.827,915.65,902.53,870.59,799.41,886.86,696.5,2.774
1.9585,303.264,593.947,10.412,8.91,4.037,4.198,916.77,970.41,780.03,894.24,760.25,750.88,3.909
1.3509,18.783,25.374,24.162,14.67,7.656,1.796,992.69,946.26,867.48,1091.17,879.09,915.36,7.543
1.6953,79.52,134.811,7.109,7.07,5.017,4.832,978.77,955.43,872.23,719.12,837.14,845.91,4.916
0.6554,532.01,348.688,16.822,8.34,7.805,3.581,1059.14,977.26,971.79,900.27,932.16,768.27,7.8
1.3562,451.132,611.826,6.216,15.59,2.534,5.608,819.19,838.16,802.46,769.79,775.71,681.77,2.497
1.1925,254.01,302.917,11.075,12.84,4.865,2.143,931.79,900.39,800.42,808.23,832.38,791.61,4.789
1.2103,310.532,375.827,28.009,16.16,2.374,5.445,865.07,787.17,808.2,873.68,645.57,676.25,2.343
1.3682,222.314,304.179,5.237,15.16,5.781,3.903,964.71,966.15,809.52,721.48,882.66,784.88,5.781
1.155,444.598,513.494,19.34,20.76,2.472,1.877,912.33,788.43,869.22,808.47,735.27,781.94,2.472
0.8638,470.62,406.538,18.196,28.37,3.052,1.682,882.98,838.71,786.14,679.02,703.98,685.73,3.052
0.5591,458.089,256.111,4.501,6.8,3.553,2.057,830.68,791.63,818.7,795.85,870.5,685.07,3.535
1.5395,433.706,667.68,10.453,6.58,6.492,4.484,961.41,1035.19,908.2,921.09,916.68,863.0,6.492
0.4603,123.1,56.661,17.326,26.17,2.984,5.302,886.1,845.43,741.69,852.51,773.04,847.88,2.984
1.3878,203.113,281.877,6.428,17.17,7.08,5.675,1032.95,1029.75,962.38,915.9,897.54,839.2,7.041
0.4743,282.172,133.843,24.218,23.93,2.791,5.769,806.19,807.54,758.8,807.21,785.78,700.84,2.791
1.2544,198.81,249.389,29.193,9.6,2.211,3.104,778.97,808.06,753.94,630.76,717.16,707.1,2.112
1.4967,453.087,678.128,7.228,25.55,4.37,7.646,941.05,836.31,875.69,990.59,772.39,729.45,4.346
0.4452,197.947,88.134,6.42,28.02,7.877,3.894,1072.49,1061.59,907.88,947.28,904.63,901.03,7.877
0.1293,83.37,10.779,14.193,20.52,2.662,6.125,958.97,799.13,781.06,773.12,675.45,775.3,2.253
0.2706,239.725,64.879,22.685,6.75,2.61,4.59,883.07,766.15,838.63,857.03,768.33,771.41,2.577
1.2159,587.959,714.919,9.166,27.28,6.507,5.939,882.82,946.88,918.88,872.18,903.63,824.96,6.507
1.7004,135.916,231.111,1.577,24.6,3.873,4.464,919.17,830.07,769.93,875.17,764.99,762.99,3.859
0.0995,367.489,36.581,16.695,23.52,6.304,5.984,1036.85,997.44,939.76,884.41,985.71,925.93,6.155
1.471,260.067,382.549,28.741,4.95,3.2,4.982,872.85,842.4,839.52,705.54,758.13,759.5,3.2
0.6892,43.079,29.691,12.347,24.77,4.76,7.035,841.97,983.32,858.26,896.86,857.07,775.57,4.739
0.9623,292.982,281.928,13.184,7.59,3.592,2.953,840.63,840.5,852.38,932.76,751.72,752.94,3.592
1.8584,421.448,783.231,29.098,9.78,4.709,0.8,989.3,888.18,862.76,875.88,856.39,779.96,4.672
0.6706,308.175,206.67,21.144,19.01,6.615,2.567,969.79,1010.58,1021.19,977.88,865.95,844.19,6.615
0.936,523.328,489.845,21.856,10.89,6.572,7.672,1048.06,1032.3,868.51,972.78,828.51,824.92,6.572
0.0372,173.718,6.467,17.318,21.2,5.095,4.614,1003.37,983.94,896.6,793.06,910.19,851.11,3.857
0.1724,52.206,8.999,29.264,19.81,7.57,5.23,924.82,1079.39,974.81,906.58,825.3,887.71,6.098
0.5246,561.971,294.808,20.977,6.81,3.583,2.366,937.6,946.71,886.65,757.54,755.06,823.13,3.306
0.0654,227.229,14.867,26.956,21.06,3.442,5.164,848.09,812.58,741.02,980.94,748.1,765.81,3.279
1.2664,346.055,438.257,21.282,28.02,5.683,2.443,841.47,967.47,993.13,863.69,846.46,804.5,5.604
0.8585,475.306,408.066,22.318,8.19,5.728,2.811,941.94,901.5,925.38,782.0,816.19,805.1,5.72
1.1008,194.926,214.576,9.422,19.52,2.279,3.994,875.68,897.46,868.17,740.95,731.72,731.75,2.215
0.3575,429.841,153.689,9.801,12.89,5.647,6.113,1036.9,886.44,818.39,869.65,843.09,740.9,5.576
0.5989,81.684,48.921,23.707,15.95,4.247,6.38,961.3,867.0,852.79,745.88,731.49,774.37,4.183
1.331,175.131,233.101,9.604,11.46,6.485,6.448,918.0,924.39,909.22,1035.83,967.07,893.3,6.431
1.931,87.254,168.483,17.32,13.21,6.849,1.03,964.03,877.47,856.12,930.86,863.38,950.94,6.849
0.1103,486.833,53.712,8.231,4.75,5.313,4.983,948.78,905.94,972.05,917.52,795.15,822.14,5.313
1.7819,133.978,238.731,24.693,29.52,2.01,4.508,803.34,853.58,796.72,747.28,709.99,894.28,1.914
1.158,430.583,498.613,4.205,20.24,5.818,1.17,959.97,950.99,855.78,783.04,870.82,885.75,5.732
1.1322,566.007,640.834,25.054,17.02,6.493,5.04,1040.1,901.69,960.17,944.28,942.2,749.71,6.493
1.0056,316.899,318.66,18.479,13.98,3.494,4.374,937.33,826.0,838.04,762.43,808.01,781.02,3.494
0.1481,324.248,48.019,6.42,18.02,4.788,6.279,875.2,1018.4,889.16,781.97,794.72,895.41,4.788
0.1889,276.89,52.292,16.719,13.88,7.794,5.203,1046.83,1021.41,1017.86,916.07,917.44,837.84,7.714
1.2058,195.871,236.184,9.192,13.36,3.789,3.627,866.89,920.96,834.19,826.12,703.27,684.48,3.789
0.6885,285.655,196.676,10.381,16.06,3.339,7.314,902.87,903.45,895.28,847.36,703.47,659.04,3.197
1.8354,361.883,664.187,11.194,11.18,3.265,0.8,915.67,875.02,840.33,899.86,721.65,764.07,3.249
0.8191,591.602,484.59,2.836,8.68,5.353,4.839,925.73,946.54,867.55,726.18,787.63,739.33,5.353
0.2951,562.69,166.067,29.593,18.47,7.699,0.8,1087.34,1023.4,929.47,1010.06,1081.41,859.57,7.532
1.4323,517.361,741.011,1.915,25.91,5.652,2.72,1039.24,965.55,900.58,836.38,970.14,836.15,5.652
0.5938,533.534,316.798,20.212,7.97,3.82,6.312,887.06,747.79,904.39,822.42,921.78,863.34,3.82
1.0557,280.976,296.622,11.766,4.85,5.831,1.815,938.47,868.11,929.73,876.28,782.08,892.46,5.831
1.3987,394.638,551.975,19.734,10.42,5.749,1.441,1033.42,846.45,964.1,904.18,966.01,781.38,5.672
1.8015,537.093,967.586,11.331,29.47,5.582,10.955,993.3,896.07,911.46,802.46,801.65,782.34,5.576
1.5865,236.074,374.522,20.539,25.55,2.957,1.602,891.12,804.02,776.67,846.13,851.88,791.52,2.957
1.356,577.077,782.492,22.148,19.49,5.807,9.126,1010.91,971.5,829.66,905.78,879.68,865.86,5.718
1.3625,249.764,340.296,21.026,28.16,4.581,4.569,864.89,846.74,813.99,940.86,748.94,804.63,4.567
1.8924,360.849,682.867,4.305,15.58,2.112,3.688,809.53,817.42,747.41,834.89,818.19,785.05,2.112
0.5987,426.028,255.059,20.05,29.57,5.239,6.417,1047.03,983.53,942.42,885.66,945.07,800.36,5.119
0.0122,570.38,6.966,9.12,11.7,7.936,8.341,1087.89,1056.83,1022.98,1002.41,844.34,1007.29,4.52
0.5512,147.147,81.106,1.835,10.25,4.098,2.135,990.82,798.37,835.3,902.73,811.44,729.63,3.958
0.4436,447.806,198.648,13.03,20.59,7.793,3.724,956.14,1064.52,1033.88,1020.05,835.54,695.25,7.718
1.3271,312.729,415.007,13.573,13.83,2.577,7.117,843.55,852.25,789.83,843.43,773.67,656.08,2.537
1.2711,161.5,205.28,14.548,20.29,6.395,5.72,929.19,963.24,887.1,832.44,876.51,770.8,6.395
1.191,466.076,555.091,21.44,11.93,2.686,7.755,850.95,947.17,872.54,806.53,782.65,827.33,2.63
0.0423,331.557,14.033,9.956,20.07,3.641,6.288,799.16,936.67,824.2,755.94,907.56,761.48,3.261
1.4603,396.754,579.367,10.143,11.17,5.425,9.521,912.62,879.53,940.34,873.07,774.96,800.7,5.37
0.6538,194.079,126.894,2.756,5.33,5.557,5.446,991.38,965.08,913.98,875.17,885.68,940.41,5.514
1.3335,289.024,385.402,20.918,27.72,6.651,5.555,1088.25,874.44,919.35,941.86,965.75,764.96,6.651
1.1176,370.604,414.184,17.467,26.96,5.692,5.804,951.08,986.98,926.3,863.13,784.01,792.88,5.6
0.692,243.244,168.333,11.133,29.24,5.562,4.644,1022.44,955.57,955.14,858.59,811.24,826.46,5.562
0.2778,119.424,33.177,21.45,22.63,7.474,7.12,993.22,1013.66,945.83,1016.44,964.88,901.25,7.403
0.1979,577.003,114.185,16.583,21.75,4.713,5.593,863.64,863.99,774.26,898.78,897.85,821.25,4.667
1.6647,307.125,511.277,14.608,18.53,3.352,6.97,785.77,837.49,810.78,875.87,729.73,801.18,3.254
1.8376,440.485,809.441,15.828,7.27,2.971,7.361,910.63,859.07,727.85,826.63,804.01,694.3,2.879
1.3031,246.923,321.76,19.454,8.92,4.4,6.071,991.08,863.83,836.11,906.62,918.06,675.85,4.341
0.2158,213.401,46.059,20.14,11.53,6.277,6.254,1116.31,932.62,925.79,1043.27,831.01,868.61,6.261
0.81,244.595,198.13,9.38,27.14,2.255,2.474,923.32,896.42,736.62,794.04,783.43,618.24,2.255
1.4606,245.813,359.032,5.082,8.5,2.774,3.624,907.69,865.51,876.84,739.35,759.34,763.37,2.75
1.5618,326.736,510.31,5.542,27.99,2.637,7.108,884.05,875.0,778.69,788.18,690.69,810.18,2.618
0.2453,326.31,80.029,19.542,17.59,5.512,8.559,936.61,935.89,860.59,815.01,878.39,905.88,5.504
0.0101,298.544,3.004,26.313,22.6,3.457,0.8,930.62,813.41,909.1,822.78,803.06,751.87,3.414
1.4272,81.304,116.033,12.875,6.87,2.998,3.58,903.4,776.84,733.5,803.29,715.0,877.92,2.998
0.7196,297.897,214.375,5.916,10.99,5.557,5.059,1003.22,1052.77,864.42,830.78,825.94,740.91,5.446
0.5164,101.878,52.612,22.941,28.92,6.568,2.802,978.69,1005.48,945.99,908.27,873.63,965.8,6.545
0.0357,76.118,2.715,25.142,10.92,3.993,2.944,888.09,989.92,815.66,777.05,805.64,725.41,2.503
1.0852,559.621,607.298,26.537,11.71,5.469,6.187,865.63,977.33,898.83,864.49,944.6,836.23,5.364
1.7038,363.168,618.761,18.598,9.14,2.589,8.953,889.24,807.35,729.59,697.33,804.36,756.86,2.589
1.9157,395.864,758.352,25.961,7.36,7.611,0.8,1011.74,1012.6,915.66,987.75,932.86,953.08,7.597
1.1358,241.375,274.162,1.447,10.06,4.021,4.574,972.79,854.68,927.63,923.04,745.26,706.3,3.976
1.0338,545.434,563.858,4.11,20.7,7.985,6.158,1062.68,996.7,909.8,993.26,992.88,1045.57,7.985
0.1793,382.939,68.647,3.685,15.84,7.872,6.951,1082.78,1036.07,1013.56,1009.61,896.18,740.23,7.872
1.1023,461.617,508.821,21.666,18.4,6.673,5.798,1073.85,972.17,1037.63,913.15,827.25,834.27,6.673
0.7662,221.453,169.668,3.018,7.18,2.12,9.404,869.98,760.42,746.32,744.93,744.58,706.48,2.12
1.2182,576.027,701.716,15.395,24.86,5.261,5.072,957.54,895.57,937.73,824.92,753.63,904.11,5.261
0.7836,492.367,385.801,14.709,24.39,2.521,8.28,829.97,927.91,815.74,785.41,770.85,610.58,2.475
0.4882,512.442,250.172,10.01,4.56,7.371,3.384,915.75,938.87,921.86,893.3,874.48,785.71,7.326
0.199,103.73,20.64,26.242,13.97,6.738,5.145,1004.17,949.58,952.83,805.52,847.29,945.33,6.649
0.6367,162.942,103.743,5.943,5.79,7.834,1.968,1103.18,941.37,964.17,991.41,955.0,898.61,7.834
0.2023,171.733,34.746,11.221,24.59,5.65,7.252,1016.34,937.16,856.58,818.73,900.72,675.6,5.65
0.362,162.91,58.978,23.451,23.17,5.133,4.699,946.29,788.14,836.96,865.22,932.45,748.54,5.133
1.9748,513.317,1013.698,1.882,27.45,5.114,5.895,883.97,918.95,948.58,797.48,859.58,748.85,5.007
0.8938,19.615,17.531,20.516,10.15,4.319,4.217,918.75,962.06,857.12,832.8,809.53,863.03,4.187
1.0684,46.122,49.278,24.676,15.86,4.812,6.466,971.41,933.69,917.92,905.1,840.65,809.95,4.812
1.7485,164.712,287.999,28.036,8.8,5.812,5.994,972.66,926.13,970.37,834.01,892.65,791.53,5.656
1.9912,120.324,239.587,26.413,13.65,7.598,2.513,1075.64,914.67,934.9,937.39,793.33,877.46,7.598
1.1696,139.5,163.159,10.262,17.58,5.575,2.658,871.57,910.01,761.15,836.64,856.33,897.77,5.566
1.6268,478.867,779.032,18.005,5.39,7.143,4.931,942.24,1008.47,897.07,965.73,948.22,917.87,7.143
0.6606,338.094,223.349,3.242,22.59,7.177,6.649,1041.97,989.32,983.64,1032.92,857.19,932.41,7.177
0.6184,3.96,2.449,8.478,18.13,5.113,9.657,938.43,1004.38,885.62,850.28,825.26,805.86,1.092
0.8114,257.879,209.238,3.732,25.55,4.085,5.757,874.49,955.48,984.84,808.52,858.95,825.12,4.028
1.3483,245.027,330.367,10.14,11.07,5.837,7.519,997.38,880.83,885.82,800.15,829.42,791.15,5.796
1.3676,68.81,94.102,26.38,27.49,4.675,0.968,977.37,875.8,914.05,891.37,861.56,864.38,4.675
0.6373,405.847,258.657,11.068,29.97,2.489,10.032,889.53,888.81,835.99,789.45,834.82,702.02,2.304
0.2751,421.407,115.924,17.295,27.9,4.267,6.514,989.16,905.48,734.89,931.41,867.45,692.17,4.267
1.2685,432.675,548.835,13.568,24.23,7.964,4.876,1012.24,945.49,958.84,942.51,930.18,879.51,7.894
0.2654,437.218,116.024,14.309,25.12,2.291,4.588,789.07,823.32,858.79,707.04,809.7,734.49,2.291
1.1612,0.532,0.617,29.118,18.92,6.18,2.232,984.72,1052.27,841.88,830.78,706.49,938.89,1.521
1.3899,572.376,795.55,9.588,8.94,7.047,2.947,974.42,950.83,975.99,933.97,791.1,913.09,6.914
1.4042,488.618,686.126,19.192,21.6,5.892,9.776,1010.05,876.4,872.65,846.77,886.57,757.95,5.874
1.5094,542.437,818.76,13.182,22.53,5.418,2.527,949.28,878.92,926.42,951.01,966.26,858.04,5.418
1.747,9.878,17.257,2.773,29.62,6.245,2.479,943.35,1030.68,919.43,941.17,869.6,721.85,6.245
1.0049,560.348,563.104,15.191,18.07,4.576,3.244,962.81,938.16,853.26,821.33,779.94,805.16,4.566
1.4632,485.968,711.067,24.587,11.06,2.548,2.005,950.93,809.54,850.71,792.16,681.77,663.34,2.45
1.2422,502.413,624.074,3.864,21.78,7.774,5.038,1081.86,1095.61,1006.03,1018.99,922.01,745.92,7.689
0.3814,56.426,21.522,3.018,29.46,4.594,7.722,910.57,863.66,836.93,786.6,911.67,711.19,4.201
0.0611,443.397,27.102,5.455,8.61,5.992,3.474,1021.77,931.41,920.69,872.64,989.0,943.58,5.992
0.5762,575.97,331.895,23.168,12.48,5.188,1.567,1008.59,923.04,915.28,952.34,890.68,842.2,5.179
0.8916,407.289,363.154,21.996,18.09,2.328,5.73,896.27,887.69,815.3,708.09,809.93,747.5,2.324
1.238,342.552,424.093,17.386,8.43,7.716,4.861,1013.25,1034.2,962.93,992.47,922.27,973.34,7.58
1.7014,567.405,965.394,14.579,4.58,6.755,7.507,981.79,962.66,1006.59,1016.74,911.26,858.59,6.753
0.4005,266.041,106.557,26.761,12.76,2.895,3.864,823.48,791.4,757.44,835.31,823.16,808.91,2.895
0.2598,359.776,93.486,23.234,26.5,7.89,4.35,1187.46,1046.14,838.37,1024.1,916.22,886.42,7.743
1.9273,286.065,551.34,24.546,5.13,6.421,4.626,1061.18,982.9,851.37,882.12,857.98,645.14,6.379
0.225,559.741,125.947,24.585,15.15,4.834,5.223,953.19,950.27,895.77,925.62,838.03,893.84,4.708
0.9622,46.113,44.37,19.639,23.82,5.668,4.019,925.93,820.84,934.96,866.29,793.41,668.22,5.635
1.1753,300.921,353.664,14.282,28.78,2.64,3.613,896.28,921.9,821.23,731.54,708.21,708.34,2.568
1.0873,412.328,448.339,26.076,29.62,5.362,0.8,944.7,908.11,830.99,910.33,769.79,857.41,5.362
0.1812,475.248,86.117,27.854,14.97,2.442,3.587,825.97,842.34,885.24,854.32,802.55,589.7,2.442
0.1235,350.02,43.222,1.69,28.71,5.269,6.788,924.89,905.37,930.59,904.9,804.92,827.35,5.269
0.2199,545.396,119.939,2.495,4.92,5.316,7.126,946.92,907.14,887.97,882.1,904.24,830.86,5.312
1.1753,565.224,664.319,28.804,23.39,7.247,3.822,1079.02,978.53,940.74,894.82,937.25,967.03,7.247
1.0932,39.059,42.702,9.038,20.71,6.35,8.249,875.85,848.73,916.08,856.29,939.21,897.94,6.27
0.4751,241.721,114.852,26.328,10.49,3.497,4.928,819.98,819.12,885.12,739.47,796.5,683.19,3.409
1.2792,14.564,18.629,12.275,17.19,7.331,1.655,1063.95,892.1,882.64,972.25,903.32,854.74,7.331
1.6419,197.985,325.079,4.454,7.37,5.439,0.869,903.02,930.43,844.76,888.71,887.95,762.03,5.439
0.0927,322.352,29.896,3.333,26.66,5.638,8.046,919.86,883.33,818.62,774.45,939.82,706.93,5.558
1.0013,546.522,547.22,5.539,13.31,3.014,4.067,909.24,904.88,882.05,756.0,760.05,703.14,3.014
1.3817,508.009,701.931,8.247,20.28,7.147,1.965,1090.71,920.97,933.0,933.98,1012.39,971.84,7.069
0.5121,76.936,39.399,15.167,8.13,7.586,0.8,975.16,1084.13,940.89,959.26,926.53,908.74,7.586
0.6225,56.272,35.027,21.343,9.36,6.65,4.011,1061.39,1008.53,946.95,951.24,905.28,896.31,6.65
